"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"576","0804.1253v1","2008-04-08 12:06:57","2008-04-08 12:06:57","The stellar population of the Rosat North Ecliptic Pole survey. II.
  Spectral analysis","  X-ray surveys allow to identify young, main-sequence stars in the solar
neighborhood. Young, stellar samples, selected according to their activity, can
be used to determine the stellar birthrate in the last billion years. The ROSAT
North Ecliptic Pole survey (NEP), with its moderately deep sensitivity (fluxes
~10^(-14) erg cm^(-2) sec^(-1)), is the best survey, to date, able to sample
the intermediate-age (10^8 - 10^9 years) nearby population. The identification
process of NEP X-ray sources resulted in 144 X-ray sources having a normal
stellar counterpart, with an excess of yellow stars with respect to model
predictions. We want to determine if these X-ray active stars are young or
intermediate-age stars, or active binaries. We acquired high-resolution, high
signal-to-noise ratio optical spectra, to determine the age and physical
properties of the NEP X-ray-detected stellar sources. We measure the (i)
lithium abundance using the Li I 6707.8 angstrom line, which is an excellent,
youth indicator for our age range of interest; (ii) rotational and radial
velocities (through cross-correlation methods); and (iii) chromospheric
emission. The radial velocities distribution is consistent with that of a young
field star population of age 4x10^9 yrs, or younger. Rotational velocity
measurements imply that our sample is dominated by relatively young or
intermediate-age stars, as confirmed by our lithium measurements. Most of the
detected stars probably belong to a young or intermediate-age population. Our
measurements suggest that a burst in the stellar birthrate of a factor of four
occurred in the last 10^8 years. We cannot, however, exclude the possibility
that a small fraction of sources, amongst the fastest of the K-rotators, are
old binary systems with tidally-locked rotation.
","L. Affer|G. Micela|T. Morel","","http://arxiv.org/abs/0804.1253v1","http://arxiv.org/pdf/0804.1253v1","http://dx.doi.org/10.1051/0004-6361:200809383","14 pages, 10 figures. Accepted for publication in A&A","","10.1051/0004-6361:200809383","astro-ph","astro-ph"
"577","0804.2135v1","2008-04-14 10:04:51","2008-04-14 10:04:51","Sagnac-loop phase shifter with polarization-independent operation","  A bulk-optics, polarization-independent phase shifter for photonic quantum
information applications is demonstrated. A transverse mode electro-optic
modulator using lithium niobate is placed in a Sagnac-like loop containing
Faraday rotators. This direction-dependent polarization rotation in the loop is
combined with a Mach-Zehnder interferometer to form an optical switch with an
on/off contrast of 96% and a switching time of 1.6 ns.
","Tien Tjuen Ng|Darwin Gosal|Antia Lamas-Linares|Christian Kurtsiefer","","http://arxiv.org/abs/0804.2135v1","http://arxiv.org/pdf/0804.2135v1","http://dx.doi.org/10.1063/1.3514984","","Rev. Sci. Instrum. 82, 013106 (2011)","10.1063/1.3514984","quant-ph","quant-ph"
"578","0804.2184v1","2008-04-14 14:05:14","2008-04-14 14:05:14","Young stars and brown dwarfs surrounding Alnilam (eps Ori) and Mintaka
  (del Ori)","  Aims: We look for new regions for the search of substellar objects. Methods:
Two circular areas, 45 arcmin-radius each, centred on the young massive star
systems Alnilam and Mintaka in the Orion Belt, have been explored. The regions
are very young (less than 10 Ma), have low extinction, and are neighbours to
sigma Orionis (~3 Ma), a young open cluster very rich in brown dwarfs and
planetary-mass objects. We have used Virtual Observatory tools, the
astro-photometric Tycho-2, DENIS and 2MASS catalogues, 10 control fields at
similar galactic latitudes, and X-ray, mid-infrared and spectroscopic data from
the literature. Results: We have compiled exhaustive lists of known young stars
and new candidate members in the Ori OB1b association, and of fore- and
background sources. A total of 136 stars display features of extreme youth,
like early spectral types, lithium in absorption, or mid-infrared flux excess.
Other two young brown dwarf and 289 star candidates have been identified from
an optical/near-infrared colour-magnitude diagram. We list additional 74 known
objects that might belong to the association. This catalogue can serve as an
input for characterisation of the stellar and high-mass substellar populations
in the Orion Belt. Finally, we have investigated the surface densities and
radial distributions of young objects surrounding Alnilam and Mintaka, and
compared them with those in the sigma Orionis cluster. We report a new open
cluster centred on Mintaka. Conclusions: Both regions can be analogs to the
sigma Orionis cluster, but more massive, more extended, slightly older, and
less radially concentrated.
","J. A. Caballero|E. Solano","","http://arxiv.org/abs/0804.2184v1","http://arxiv.org/pdf/0804.2184v1","http://dx.doi.org/10.1051/0004-6361:200809595","Accepted for publication in A&A. It will be published on line in
  Sect. 14 (Catalogs and data). Tables in Appendix A will soon be available at
  the CDS","","10.1051/0004-6361:200809595","astro-ph","astro-ph"
"579","0804.2212v1","2008-04-14 15:55:04","2008-04-14 15:55:04","Understanding correlation effects for ion conduction in polymer
  electrolytes","  Polymer electrolytes typically exhibit diminished ionic conductivity due to
the presence of correlation effects between the cations and anions.
Microscopically, transient ionic aggregates, e.g. {\it ion-pairs}, {\it
ion-triplets} or higher order ionic clusters, engender ionic correlations.
Employing {\it all-atom} simulation of a model polymer electrolyte comprising
of poly(ethylene oxide) and lithium iodide, the ionic correlations are explored
through construction of elementary functions between pairs of the ionic species
that qualitatively explains the spatio-temporal nature of these correlations.
Furthermore, commencing from the exact Einstein-like equation describing the
collective diffusivity of the ions in terms of the average diffusivity of the
ions (i.e. the self terms) and the correlations from distinct pairs of ions,
several phenomenological parameters are introduced to keep track of the
simplification procedure that finally boils down to the recently proposed
phenomenological model by Stolwijk-Obeidi (SO) [N. A. Stolwijk and S. Obeidi,
Phys. Rev. Lett. 93, 125901, 2004]. The approximation parameters, which can be
retrieved from simulations, point to the necessity of additional information in
order to fully describe the correlation effects apart from merely the fraction
of ion-pairs which apparently accounts for the correlations originating from
only the nearest neighbor structural correlations. These parameters are close
to but not exactly unity as assumed in the SO model. Finally, as an application
of the extended SO model one is able to estimate the dynamics of the free and
non-free ions as well as their fractions from the knowledge of the single
particle diffusivities and the collective diffusivity of the ions.
","Arijit Maitra|Andreas Heuer","","http://arxiv.org/abs/0804.2212v1","http://arxiv.org/pdf/0804.2212v1","","","","","cond-mat.mtrl-sci","cond-mat.mtrl-sci|cond-mat.soft"
"580","0804.2410v1","2008-04-15 16:09:54","2008-04-15 16:09:54","Ab initio determination of polarizabilities and van der Waals
  coefficients of Li atoms using the relativistic CCSD(T) method","  We report a new technique to determine the van der Waals coeffcients of
lithium (Li) atoms based on the relativistic coupled-cluster theory. These
quantities are determined using the imaginary parts of the scalar dipole and
quadrupole polarizabilities, which are evaluated using the approach that we
have proposed in [1]. Our procedure is fully ab initio, and avoids the
sum-over-the-states method. We present the dipole and quadrupole
polarizabilities of many of the low-lying excited states of Li. Also, the
off-diagonal dipole and quadrupole polarizabilites between some of the
low-lying states of Li are calculated.
","L. W. Wansbeek|B. K. Sahoo|R. G. E. Timmermans|B. P. Das|D. Mukherjee","","http://arxiv.org/abs/0804.2410v1","http://arxiv.org/pdf/0804.2410v1","http://dx.doi.org/10.1103/PhysRevA.78.012515","8 pages, 4 figures","","10.1103/PhysRevA.78.012515","physics.atom-ph","physics.atom-ph"
"581","0804.3295v1","2008-04-21 13:08:36","2008-04-21 13:08:36","V2324Cyg - an F-type star with fast wind","  For the first time high-resolution optical spectroscopy of the variable star
V2324Cyg associated with the IR-source IRAS20572+4919 is made. More than 200
absorption features (mostly FeII, TiII, CrII, YII, BaII, and YII) are
identified within the wavelength interval 4549-7880AA. The spectral type and
rotation velocity of the star are found to be F0III and Vsini=69km/s,
respectively. HI and NaID lines have complex PCyg-type profiles with an
emission component. Neither systematic trend of radial velocity Vr with line
depth Ro nor temporal variability of Vr have been found. We determined the
average heliocentric radial velocity Vr=-16.8\pm 0.6km/s. The radial velocities
inferred from the cores of the absorption components of the H$\beta$ and NaI
wind lines vary from -140 to -225km/s (and the expansion velocities of the
corresponding layers, from about 120 to 210km/s). The maximum expansion
velocity is found for the blue component of the split H$\alpha$ absorption:
450km/s for December 12, 1995. The model atmospheres method is used to
determine the star's parameters: Teff=7500K, log g=2.0, $\xi_t$=6.0km/s, and
metallicity, which is equal to the solar value. The main peculiarity of the
chemical abundances pattern is the overabundance of lithium and sodium. The
results cast some doubt on the classification of V2324Cyg as a post-AGB star.
","V. G. Klochkova|E. L. Chentsov|V. E. Panchuk","","http://arxiv.org/abs/0804.3295v1","http://arxiv.org/pdf/0804.3295v1","http://dx.doi.org/10.1134/S199034130802003X","28 pages, 6 figures","","10.1134/S199034130802003X","astro-ph","astro-ph"
"582","0805.2781v1","2008-05-19 19:44:05","2008-05-19 19:44:05","Tetrahedral clustering in molten lithium under pressure","  A series of electronic and structural transitions are predicted in molten
lithium from first principles. A new phase with tetrahedral local order
characteristic of $sp^3$ bonded materials and poor electrical conductivity is
found at pressures above 150 GPa and temperatures as high as 1000 K. Despite
the lack of covalent bonding, weakly bound tetrahedral clusters with finite
lifetimes are predicted to exist. The stabilization of this phase in lithium
involves a unique mechanism of strong electron localization in interstitial
regions and interactions among core electrons. The calculations provide
evidence for anomalous melting above 20 GPa, with a melting temperature
decreasing below 300 K, and point towards the existence of novel low-symmetry
crystalline phases.
","Isaac Tamblyn|Jean-Yves Raty|Stanimir A. Bonev","Dalhousie University|University of Liege|Dalhousie University","http://arxiv.org/abs/0805.2781v1","http://arxiv.org/pdf/0805.2781v1","http://dx.doi.org/10.1103/PhysRevLett.101.075703","5 pages, 5 figures","","10.1103/PhysRevLett.101.075703","cond-mat.mtrl-sci","cond-mat.mtrl-sci"
"583","0805.4507v1","2008-05-29 10:22:39","2008-05-29 10:22:39","Homogeneous and inhomogeneous contributions to the luminescence
  linewidth of point defects in amorphous solids: Quantitative assessment based
  on time-resolved emission spectroscopy","  The article describes an experimental method that allows to estimate the
inhomogeneous and homogeneous linewidths of the photoluminescence band of a
point defect in an amorphous solid. We performed low temperature time-resolved
luminescence measurements on two defects chosen as model systems for our
analysis: extrinsic Oxygen Deficient Centers (ODC(II)) in amorphous silica and
F+ 3 centers in crystalline Lithium Fluoride. Measurements evidence that only
defects embedded in the amorphous matrix feature a dependence of the radiative
decay lifetime on the emission energy and a time dependence of the first moment
of the emission band. A theoretical model is developed to link these properties
to the structural disorder typical of amorphous solids. Specifically, the
observations on ODC(II) are interpreted by introducing a gaussian statistical
distribution of the zero phonon line energy position. Comparison with the
results obtained on F+ 3 crystalline defects strongly confirms the validity of
the model. By analyzing experimental data within this frame, we obtain separate
estimations of the homogenous and inhomogeneous contributions to the measured
total linewidth of ODC(II), which results to be mostly inhomogeneous.
","Michele D Amico|Fabrizio Messina|Marco Cannas|Maurizio Leone|Roberto Boscaino","","http://arxiv.org/abs/0805.4507v1","http://arxiv.org/pdf/0805.4507v1","","8 pages, 4 figures","","","cond-mat.dis-nn","cond-mat.dis-nn"
"584","0806.0061v1","2008-06-02 17:22:40","2008-06-02 17:22:40","Thermodynamic stabilities of ternary metal borides: An ab initio guide
  for synthesizing layered superconductors","  Density functional theory calculations have been used to identify stable
layered Li-$M$-B crystal structure phases derived from a recently proposed
binary metal-sandwich (MS) lithium monoboride superconductor. We show that the
MS lithium monoboride gains in stability when alloyed with electron-rich metal
diborides; the resulting ordered Li$_{2(1-x)}M_x$B$_2$ ternary phases may form
under normal synthesis conditions in a wide concentration range of $x$ for a
number of group-III-V metals $M$. In an effort to pre-select compounds with the
strongest electron-phonon coupling we examine the softening of the in-plane
boron phonon mode at $\Gamma$ in a large class of metal borides. Our results
reveal interesting general trends for the frequency of the in-plane boron
phonon modes as a function of the boron-boron bond length and the valence of
the metal. One of the candidates with a promise to be an MgB$_2$-type
superconductor, Li$_2$AlB$_4$, has been examined in more detail: according to
our {\it ab initio} calculations of the phonon dispersion and the
electron-phonon coupling $\lambda$, the compound should have a critical
temperature of $\sim4$ K.
","Aleksey N. Kolmogorov|Matteo Calandra|Stefano Curtarolo","","http://arxiv.org/abs/0806.0061v1","http://arxiv.org/pdf/0806.0061v1","http://dx.doi.org/10.1103/PhysRevB.78.094520","10 pages, 9 figures, submitted to PRB","","10.1103/PhysRevB.78.094520","cond-mat.supr-con","cond-mat.supr-con|cond-mat.mtrl-sci"
"585","0806.0460v2","2008-06-03 08:08:13","2008-10-09 07:56:08","Prospects for studying the solar CNO cycle by means of a lithium
  neutrino detector","  Lithium detectors have a high sensitivity to CNO neutrinos from the Sun. The
present experimental data and prospects for future experiments on the detection
of CNO neutrinos are discussed. A nonstationary case is considered when the
flux of 13N neutrinos is higher than the standard solar model predicts due to
the influx of fresh material from the peripheral layers to the solar core.
","A. Kopylov|V. Petukhov","","http://arxiv.org/abs/0806.0460v2","http://arxiv.org/pdf/0806.0460v2","http://dx.doi.org/10.1088/1475-7516/2008/10/007","12 pages, 5 figures, a thoroughly revised version, reported at
  International Symposium ""Physics of Massive Neutrinos"" at MILOS (Greece)
  19-23 May 2008","JCAP10(2008)007","10.1088/1475-7516/2008/10/007","astro-ph","astro-ph"
"586","0806.1067v1","2008-06-05 22:23:34","2008-06-05 22:23:34","Stable quarks of the 4th family?","  Existence of metastable quarks of new generation can be embedded into
phenomenology of heterotic string together with new long range interaction,
which only this new generation possesses. We discuss primordial quark
production in the early Universe, their successive cosmological evolution and
astrophysical effects, as well as possible production in present or future
accelerators. In case of a charge symmetry of 4th generation quarks in
Universe, they can be stored in neutral mesons, doubly positively charged
baryons, while all the doubly negatively charged ""baryons"" are combined with
He-4 into neutral nucleus-size atom-like states. The existence of all these
anomalous stable particles may escape present experimental limits, being close
to present and future experimental test. Due to the nuclear binding with He-4
primordial lightest baryons of the 4th generation with charge +1 can also
escape the experimental upper limits on anomalous isotopes of hydrogen, being
compatible with upper limits on anomalous lithium. While 4th quark hadrons are
rare, their presence may be nearly detectable in cosmic rays, muon and neutrino
fluxes and cosmic electromagnetic spectra. In case of charge asymmetry, a
nontrivial solution for the problem of dark matter (DM) can be provided by
excessive (meta)stable anti-up quarks of 4th generation, bound with He-4 in
specific nuclear-interacting form of dark matter. Such candidate to DM is
surprisingly close to Warm Dark Matter by its role in large scale structure
formation. It catalyzes primordial heavy element production in Big Bang
Nucleosynthesis and new types of nuclear transformations around us.
","K. Belotsky|M. Khlopov|K. Shibaev","","http://arxiv.org/abs/0806.1067v1","http://arxiv.org/pdf/0806.1067v1","","28 pages, 3 figures; Invited contribution to the book ""The Physics of
  Quarks: New Research"", Nova Science Publishers, 2008","","","astro-ph","astro-ph"
"587","0806.1478v2","2008-06-09 15:44:33","2008-10-31 15:33:56","WASP-14b: 7.3 Mj transiting planet in an eccentric orbit","  We report the discovery of a 7.3 Mjup exoplanet WASP-14b, one of the most
massive transiting exoplanets observed to date. The planet orbits the
tenth-magnitude F5V star USNO-B1 11118-0262485 with a period of 2.243752 days
and orbital eccentricity e = 0.09. A simultaneous fit of the transit light
curve and radial velocity measurements yields a planetary mass of 7.3+/-0.5
Mjup and a radius of 1.28+/-0.08 Rjup. This leads to a mean density of about
4.6 g/cm^3 making it densest transiting exoplanets yet found at an orbital
period less than 3 days. We estimate this system to be at a distance of
160+/-20 pc. Spectral analysis of the host star reveals a temperature of
6475+/-100 K, log g = 4.07 cm/s^2 and vsin i = 4.9+/-1.0 km/s, and also a high
lithium abundance, log N(Li} = 2.84+/-0.05. The stellar density, effective
temperature and rotation rate suggest an age for the system of about 0.5-1.0
Gyr.
","Y. C. Joshi|D. Pollacco|A. Collier Cameron|I. Skillen|E. Simpson|I. Steele|R. A. Street|H. C. Stempels|D. J. Christian|L. Hebb|F. Bouchy|N. P. Gibson|G. Hebrard|F. P. Keenan|B. Loeillet|J. Meaburn|C. Moutou|B. Smalley|I. Todd|R. G. West|D. Anderson|S. Bentley|B. Enoch|C. A. Haswell|C. Hellier|K. Horne|J. Irwin|T. A. Lister|I. McDonald|P. Maxted|M. Mayor|A. J. Norton|N. Parley|C. Perrier|F. Pont|D. Queloz|R. Ryans|A. M. S. Smith|S. Udry|P. J. Wheatley|D. M. Wilson","","http://arxiv.org/abs/0806.1478v2","http://arxiv.org/pdf/0806.1478v2","http://dx.doi.org/10.1111/j.1365-2966.2008.14178.x","7 pages, 5 figures, 3 tables, accepted for publication in MNRAS","","10.1111/j.1365-2966.2008.14178.x","astro-ph","astro-ph"
"588","0806.3239v1","2008-06-19 16:53:42","2008-06-19 16:53:42","Coherent resonant Ka-band photonic microwave receiver","  We propose theoretically and demonstrate experimentally a coherent microwave
photonic receiver operating at 35 GHz carrier frequency. The device is based on
a lithium niobate or lithium tantalate optical whispering gallery mode
resonator coupled to a microwave strip line resonator. Microwave local
oscillator is fed into the microwave resonator along with the microwave signal.
We show that the sensitivity of this receiver significantly exceeds the
sensitivity of the incoherent quadratic receiver based on the same technology.
The coherent receiver can possess a dynamic range in excess of 100 dB in 5 MHz
band if a low noise laser is utilized.
","Vladimir S. Ilchenko|Jerry Byrd|Anatoliy A. Savchenkov|David Seidel|Andrey B. Matsko|Lute Maleki","","http://arxiv.org/abs/0806.3239v1","http://arxiv.org/pdf/0806.3239v1","","","","","physics.optics","physics.optics"
"589","0806.4849v1","2008-06-30 10:42:01","2008-06-30 10:42:01","Phase stability of cation-doped LiMnO$_{2}$]{Phase stability of
  cation-doped LiMnO$_{2}$ within the GGA+U approximation","  First principles density functional theory calculations within the GGA+U
approximation were performed for LiMn$_{1-x}$M$_x$O$_{2}$, a candidate cathode
material for lithium-ion batteries, with ($x=0.25$, M=Ni, Fe, Co, Mg), to
investigate the effect of doping on the destabilization of the monoclinic
structure relative to the layered rhombohedral structure. A primary motivation
of this work was to determine to what extent the predictions of the
electronically more realistic GGA+U treatment would differ from those obtained
within the GGA. Several significant qualitative changes are found. For the
pristine system in the rhombohedral structure, Mn ions show a high-spin state
within GGA+U, rather than the low spin (metallic) state found in GGA. The doped
rhombohedral structure is unstable within GGA+U, rather than metastable, as in
GGA. In the monoclinic structure, the dopant oxidation states are the same
(trivalent Fe, divalent Co, Ni) in GGA+U and GGA. Co and Ni ions show a higher
spin state in GGA+U than in GGA. The divalent dopants destabilized the
monoclinic structure to a greater extent than trivalent dopants within the
GGA+U, as expected from previous GGA calculations. Overall, our results suggest
that the relatively close agreement sometimes found between properties
calculated within the GGA and GGA+U may be misleading, because the underlying
electronic behaviors may be profoundly different.
","N. N. Shukla|S. Shukla|R. Prasad|R. Benedek","","http://arxiv.org/abs/0806.4849v1","http://arxiv.org/pdf/0806.4849v1","","9 pages, 3 figures","Modelling Simul. Mater. Sci. Eng. 16 (2008) 055008","","cond-mat.mtrl-sci","cond-mat.mtrl-sci"
"590","0807.0078v3","2008-07-01 08:11:10","2009-03-03 19:59:34","Number of closed-channel molecules in the BEC-BCS crossover","  Using a two-channel model, we show that the number of closed channel
molecules in a two-component Fermi gas close to a Feshbach resonance is
directly related to the derivative of the energy of the gas with respect to the
inverse scattering length. We extract this quantity from the fixed node
Monte-Carlo equation of state and we compare to the number of closed channel
molecules measured in the Rice experiment with lithium [Partridge et al., Phys.
Rev. Lett. 95, 020404 (2005)]. We also discuss the effect of a difference
between the trapping potentials seen by a closed-channel molecule and by an
open-channel pair of atoms in terms of an effective position-dependent
scattering length.
","Felix Werner|Leticia Tarruell|Yvan Castin","LKB - Lhomond|LKB - Lhomond|LKB - Lhomond","http://arxiv.org/abs/0807.0078v3","http://arxiv.org/pdf/0807.0078v3","http://dx.doi.org/10.1140/epjb/e2009-00040-8","published online in Eur. Phys. J. B","European Physical Journal B 68 (2009) 401","10.1140/epjb/e2009-00040-8","cond-mat.other","cond-mat.other"
"591","0807.0092v1","2008-07-01 09:39:01","2008-07-01 09:39:01","Solar twins in M67","  The discovery of true solar analogues is fundamental for a better
understanding of the Sun and of the solar system. The open cluster M67 offers a
unique opportunity to search for solar analogues because its chemical
composition and age are very similar to those of the Sun. We analyze FLAMES
spectra of a large number of M67 main sequence stars to identify solar
analogues in this cluster.We first determine cluster members which are likely
not binaries, by combining proper motions and radial velocity measurements. We
concentrate our analysis on the determination of stellar effective temperature,
using analyses of line-depth ratios and H$\alpha$ wings, making a direct
comparison with the solar spectrum obtained with the same instrument. We also
compute the lithium abundance for all the stars.Ten stars have both the
temperature derived by line-depth ratios and H$\alpha$ wings within 100 K from
the Sun. From these stars we derive, assuming a cluster reddening
$E(B-V)=0.041$, the solar colour $(B-V)_\odot=0.649\pm0.016$ and a cluster
distance modulus of 9.63. Five stars are most similar (within 60 K) to the Sun
and candidates to be true solar twins. These stars have also a low Li content,
comparable to the photospheric abundance of the Sun, likely indicating a
similar mixing evolution. We find several candidates for the best solar
analogues ever. These stars are amenable to further spectroscopic
investigations and planet search. The solar colours are determined with rather
high accuracy with an independent method, as well as the cluster distance
modulus.
","L. Pasquini|K. Biazzo|P. Bonifacio|S. Randich|L. Bedin","","http://arxiv.org/abs/0807.0092v1","http://arxiv.org/pdf/0807.0092v1","http://dx.doi.org/10.1051/0004-6361:200809714","13pages and 8 figures, accepted for publication in A&A","","10.1051/0004-6361:200809714","astro-ph","astro-ph"
"592","0807.0302v1","2008-07-02 09:19:20","2008-07-02 09:19:20","An assessment of Li abundances in weak-lined and classical T Tauri stars
  of the Taurus-Auriga association","  Accurate measurements of lithium abundances in young low-mass stars provide
an independent and reliable age diagnostics. Previous studies of nearby star
forming regions have identified significant numbers of Li-depleted stars,often
at levels inconsistent with the ages indicated by their luminosity. We aim at a
new and accurate analysis of Li abundances in a sample of ~100 pre-main
sequence stars in Taurus-Auriga using a homogeneous and updated set of stellar
parameters and model atmospheres appropriate for the spectral types of the
sample stars.We compute Li abundances using published values of the equivalent
widths of the Li 6708 A doublet obtained from medium/high resolution spectra.
We find that the number of significantly Li-depleted stars in Taurus-Auriga is
greatly reduced with respect to earlier results. Only 13 stars have abundances
lower than the interstellar value by a factor of 5 or greater. All of them are
weak-lined T Tauri stars drawn from X-ray surveys; with the exception of four
stars located near the L1551 and L1489 dark clouds, all the Li-depleted stars
belong to the class of dispersed low-mass stars, distributed around the main
sites of current star formation. If located at the distance of Taurus-Auriga,
the stellar ages implied by the derived Li abundances are in the range 3-30
Myr, greater than the bulk of the Li-rich population with implication on the
star formation history of the region. In order to derive firm conclusions about
the fraction of Li-depleted stars of Taurus-Auriga, Li measurements of the
remaining members of the association should be obtained, in particular of the
group of stars that fall in the Li-burning region of the HR diagram.
","P. Sestito|F. Palla|S. Randich","","http://arxiv.org/abs/0807.0302v1","http://arxiv.org/pdf/0807.0302v1","http://dx.doi.org/10.1051/0004-6361:200810081","Accepted for publication in Astronomy & Astrophysics. 20 pages, 5
  figures","","10.1051/0004-6361:200810081","astro-ph","astro-ph"
"593","0807.1085v1","2008-07-07 18:28:04","2008-07-07 18:28:04","True solar analogues in the open cluster M67","  The solar analogues are fundamental targets for a better understanding of our
Sun and Solar System. Notwithstanding the efforts, this research is usually
limited to field stars. The open cluster M67 offers a unique opportunity to
search for solar analogues because its chemical composition and age are very
similar to those of our star. In this work, we analyze FLAMES@VLT spectra of
about one hundred of M67 main sequence stars with the aim to identify solar
analogues. We first determine cluster members which are likely not binaries, by
combining both proper motions and radial velocity measurements. Then, we
concentrate our analysis on the determination of stellar effective temperature,
using the analyzes of line-depth ratios and Halpha wings. Finally, we also
compute lithium abundance for all the stars. Thanks to the our analysis, we
find ten solar analogues, which allow us to derive a solar color
(B-V)=0.649+/-0.016 and a cluster distance modulus of 9.63+/-0.08, very close
to values found by previous authors. Among them, five are the best solar twins
with temperature determinations within 60 K from the solar values. Our results
lead us to do further spectroscopic investigations because the solar analogues
candidates are suitable for planet search.
","K. Biazzo|L. Pasquini|P. Bonifacio|S. Randich|L. R. Bedin","INAF-OACatania|ESO-Garching|CIFIST|INAF-OAArcetri|STScI","http://arxiv.org/abs/0807.1085v1","http://arxiv.org/pdf/0807.1085v1","","4 pages; 3 figures; To appear in Mem. S.A.It., Proceedings of the
  ""LII congresso della Societa' Astronomica Italiana"", Teramo, May 4-8, 2008","","","astro-ph","astro-ph"
"594","0807.1448v2","2008-07-09 14:03:27","2009-01-13 13:11:06","Bell test for the free motion of material particles","  We present a scheme to establish non-classical correlations in the motion of
two macroscopically separated massive particles without resorting to
entanglement in their internal degrees of freedom. It is based on the
dissociation of a diatomic molecule with two temporally separated Feshbach
pulses generating a motional state of two counter-propagating atoms that is
capable of violating a Bell inequality by means of correlated single particle
interferometry. We evaluate the influence of dispersion on the Bell
correlation, showing it to be important but manageable in a proposed
experimental setup. The latter employs a molecular BEC of fermionic Lithium
atoms, uses laser-guided atom interferometry, and seems to be within the reach
of present-day technology.
","Clemens Gneiting|Klaus Hornberger","","http://arxiv.org/abs/0807.1448v2","http://arxiv.org/pdf/0807.1448v2","http://dx.doi.org/10.1103/PhysRevLett.101.260503","4 pages, 1 figure; corresponds to published version","Phys. Rev. Lett. 101, 260503 (2008)","10.1103/PhysRevLett.101.260503","quant-ph","quant-ph|physics.atom-ph"
"595","0807.2228v2","2008-07-14 19:25:46","2008-07-15 05:02:05","Structure and superconductivity of LiFeAs","  The lithium ions in Lithium iron arsenide phases with compositions close to
LiFeAs have been located using powder neutron diffraction. These phases exhibit
superconductivity at temperatures at least as high as 16 K demonstrating that
superconductivity in compounds with [FeAs]- anti-PbO-type anionic layers occurs
in compounds with at least three different structure types and occurs for a
wide range of As-Fe-As bond angles.
","Michael J. Pitcher|Dinah R. Parker|Paul Adamson|Sebastian J. C. Herkelrath|Andrew T. Boothroyd|Simon J. Clarke","","http://arxiv.org/abs/0807.2228v2","http://arxiv.org/pdf/0807.2228v2","http://dx.doi.org/10.1039/b813153h","3 pages, 3 figures, 3 tables","Chemical Communications 5918 - 5920 (2008)","10.1039/b813153h","cond-mat.supr-con","cond-mat.supr-con"
"596","0807.2450v2","2008-07-16 02:57:50","2008-07-19 12:21:41","Dynamical Mass of the Substellar Benchmark Binary HD 130948BC","  (Abridged) We present Keck, HST, and Gemini-North observations of the L4+L4
binary HD 130948BC which together span ~70% of the binary's orbital period. We
determine a total dynamical mass of 0.109+/-0.002 Msun (114+/-2 Mjup). The flux
ratio is near unity, so both components are unambiguously substellar for any
plausible mass ratio. An independent constraint on the age of the system is
available from the G2V primary HD 130948A. The available indicators suggest an
age comparable to the Hyades, with the most precise age being 0.79 Gyr based on
gyrochronology. Therefore, HD 130948BC is now a unique benchmark among field L
and T dwarfs, with a well-determined mass, luminosity, and age. We find that
substellar theoretical models disagree with our observations. Both components
of HD 130948BC appear to be overluminous by a factor of ~2-3x compared to
evolutionary models. The age of the system would have to be notably younger
than the gyro age to ameliorate the luminosity disagreement. However,
regardless of the adopted age, evolutionary and atmospheric models give
inconsistent results, indicating systematic errors in at least one class of
models, possibly both. The masses of HD 130948BC happen to be very near the
theoretical mass limit for lithium burning, and thus measuring the differential
lithium depletion between B and C will provide a uniquely discriminating test
of theoretical models. The potential underestimate of luminosities by
evolutionary models would have wide-ranging implications; therefore, a more
refined age estimate for HD 130948A is critically needed.
","Trent J. Dupuy|Michael C. Liu|Michael J. Ireland","IfA/Hawaii|IfA/Hawaii|Sydney","http://arxiv.org/abs/0807.2450v2","http://arxiv.org/pdf/0807.2450v2","http://dx.doi.org/10.1088/0004-637X/692/1/729","ApJ, accepted. Note that astro-ph posting date coincides with the
  periastron passage for this binary","Astrophys.J.692:729-752,2009","10.1088/0004-637X/692/1/729","astro-ph","astro-ph"
"597","0807.3399v1","2008-07-22 06:47:16","2008-07-22 06:47:16","Tunable Up-Conversion Photon Detector","  We introduce a simple approach for a tunable up-conversion detector. This
scheme is relevant for both single photon detection or anywhere where low light
levels at telecom wavelengths need to be detected with a high degree of
temporal resolution or where high count rates are desired. A system combining a
periodically poled Lithium niobate waveguide for the nonlinear wavelength
conversion and a low jitter Silicon avalanche photodiode are used in
conjunction with a tunable pump source. We report more than a ten-fold increase
in the detectable bandwidth using this tuning scheme.
","R. T. Thew|H. Zbinden|N. Gisin","","http://arxiv.org/abs/0807.3399v1","http://arxiv.org/pdf/0807.3399v1","http://dx.doi.org/10.1063/1.2969067","3 pages, 3 figures, Accepted for publication in APL","","10.1063/1.2969067","quant-ph","quant-ph"
